HIP,Name,Num,Constellation,RA,Dec,Mag,NameJ,Prn
53229,,46,LMi,163.327667,34.215556,3.79,,
53252,,b3,Hya,163.372833,-20.138139,5.23,,
53253,,u,Car,163.373208,-58.853278,3.78,,
53273,,p1,Leo,163.432333,-2.12925,5.45,,
53295,,ω,UMa,163.494625,43.190028,4.66,,
53355,,48,LMi,163.675833,25.490722,6.19,,
53417,,54,Leo,163.903542,24.74975,4.3,,
53423,,55,Leo,163.926417,0.736944,5.91,,
53449,,56,Leo,164.006167,6.185389,5.91,,
53492,,50,LMi,164.1435,25.50025,6.36,,
53502,,ι,Ant,164.179167,-37.137472,4.6,,
53702,,η,Oct,164.809,-84.593861,6.19,,
53740,Alkes,α,Crt,164.944792,-18.299111,4.08,アルケス,
53773,,i,Vel,165.038542,-42.225861,4.37,,
53807,,58,Leo,165.140167,3.617528,4.84,,
53824,,c,Leo,165.186792,6.1015,4.98,,
53907,,p2,Leo,165.456958,-2.4845,4.73,,
53910,Merak,β,UMa,165.459958,56.382333,2.34,メラク,
53954,,b,Leo,165.582417,20.17975,4.42,,
54049,,p3,Leo,165.902625,-0.000833,5.95,,
54061,Dubhe,α,UMa,165.932667,61.751111,1.81,ドゥーベ,
54182,,χ,Leo,166.255125,7.336111,4.62,,
54204,,χ1,Hya,166.333458,-27.293583,4.92,,
54255,,χ2,Hya,166.489792,-27.287806,5.69,,
54301,,z,Car,166.635292,-62.424139,4.62,,
54336,,p4,Leo,166.726792,1.955722,5.52,,
54388,,64,Leo,166.9155,23.32375,6.48,,
54463,,x,Car,167.1475,-58.975056,3.93,,
54487,,67,Leo,167.2045,24.658444,5.7,,
54539,,ψ,UMa,167.416083,44.498556,3,,
54682,,β,Crt,167.914542,-22.825611,4.46,,
54849,,p5,Leo,168.439917,-0.0695,5.4,,
54872,Zosma,δ,Leo,168.526708,20.524028,2.56,ゾスマ,
54879,Chertan,θ,Leo,168.560167,15.42975,3.33,シェルタン,
54951,,72,Leo,168.801,23.095528,4.56,,
55016,,n,Leo,168.96625,13.307583,5.31,,
55084,,φ,Leo,169.165667,-3.651528,4.45,,
55137,,75,Leo,169.322375,2.010917,5.18,,
55203,Alula Australis,ξ,UMa,169.546833,31.530778,3.79,アルラ・アウストラリス,
55219,Alula Borealis,ν,UMa,169.619833,33.09425,3.49,アルラ・ボレアリス,
55249,,76,Leo,169.729083,1.650528,5.9,,
55282,,δ,Crt,169.8355,-14.779056,3.56,,
55425,,π,Cen,170.251833,-54.491028,3.9,,
55434,,σ,Leo,170.284375,6.029361,4.05,,
55598,,λ,Crt,170.841958,-18.779889,5.08,,
55642,,ι,Leo,170.980708,10.529694,4,,
55650,,79,Leo,171.00975,1.40775,5.39,,
55687,,ε,Crt,171.152542,-10.859389,4.81,,
55705,,γ,Crt,171.22075,-17.684028,4.06,,
55765,,81,Leo,171.401917,16.456556,5.58,,
55791,,80,Leo,171.45875,3.860194,6.35,,
55846,,83,Leo,171.690625,3.012667,6.49,,
55874,,κ,Crt,171.789917,-12.356806,5.93,,
55945,,τ,Leo,171.984292,2.856278,4.95,,
56080,,85,Leo,172.424417,15.413389,5.74,,
56127,,e,Leo,172.578667,-3.003472,4.77,,
56146,,86,Leo,172.621167,18.40975,5.54,,
56211,Giausar,λ,Dra,172.851208,69.331111,3.82,ギャウサル,
56242,,88,Leo,172.938083,14.364972,6.27,,
56243,,ο1,Cen,172.941958,-59.442056,5.07,,
56250,,ο2,Cen,172.953375,-59.515639,5.12,,
56280,,17,Crt,173.068417,-29.261361,4.93,,
56343,,ξ,Hya,173.251083,-31.857528,3.54,,
56445,,89,Leo,173.591917,3.060417,5.76,,
56473,,90,Leo,173.677083,16.796917,5.95,,
56480,,A,Cen,173.690458,-54.264139,4.62,,
56518,,C1,Cen,173.805667,-47.372556,5.64,,
56561,,λ,Cen,173.945542,-63.019833,3.11,,
56573,,C2,Cen,173.9815,-47.641528,5.26,,
56583,,2,Dra,174.010917,69.32325,5.19,,
56633,,θ,Crt,174.170625,-9.80225,4.7,,
56647,,υ,Leo,174.237208,-0.823861,4.3,,
56675,,π,Cha,174.316417,-75.896528,5.64,,
56700,,C3,Cen,174.391875,-47.747389,5.46,,
56779,,ω,Vir,174.615042,8.134278,5.24,,
56802,,ι,Crt,174.6665,-13.20225,5.48,,
56922,,ο,Hya,175.053417,-34.744667,4.7,,
56975,,92,Leo,175.196292,21.352833,5.26,,
57111,,3,Dra,175.618458,66.744806,5.32,,
57283,,ζ,Crt,176.190667,-18.350611,4.71,,
57328,,ξ,Vir,176.320833,8.258167,4.84,,
57363,,λ,Mus,176.402375,-66.728833,3.63,,
57380,,ν,Vir,176.464875,6.529806,4.04,,
57399,,χ,UMa,176.513042,47.779333,3.69,,
57562,,4,Vir,176.978875,8.245861,5.31,,
57565,,93,Leo,176.996792,20.218944,4.5,,
57581,,μ,Mus,177.060375,-66.814861,4.75,,
57632,Denebola,β,Leo,177.266167,14.572333,2.14,デネボラ,1
57669,,j,Cen,177.421208,-63.7885,4.3,,
57757,Zavijava,β,Vir,177.672042,1.765389,3.59,ザヴィヤヴァ,
57803,,B,Cen,177.786458,-45.173444,4.47,,
57936,,β,Hya,178.227333,-33.908139,4.29,,
58001,Phecda,γ,UMa,178.45725,53.694722,2.41,フェクダ,
58110,,6,Vir,178.763125,8.443917,5.58,,
58159,,o,Leo,178.918875,15.646806,5.53,,
58188,,η,Crt,179.004083,-17.150806,5.17,,
58484,,ε,Cha,179.907042,-78.221806,4.88,,
58510,,b,Vir,179.987167,3.655222,5.36,,
58587,,31,Crt,180.213208,-19.659,5.28,,
58590,,π,Vir,180.218292,6.614389,4.65,,
58758,,θ1,Cru,180.757083,-63.312944,4.32,,
58858,,2,Com,181.069083,21.459167,5.89,,
58867,,θ2,Cru,181.080167,-63.165722,4.72,,
58905,,κ,Cha,181.194417,-76.519167,5.04,,
58948,,ο,Vir,181.302792,8.732833,4.12,,
59072,,η,Cru,181.720208,-64.613639,4.14,,
59184,,E,Cen,182.061375,-48.692472,5.34,,
59196,,δ,Cen,182.08975,-50.722417,2.58,,
59199,Alchiba,α,Crv,182.103125,-24.728778,4.02,アルキバ,
59285,,10,Vir,182.422042,1.898333,5.95,,
59309,,11,Vir,182.514625,5.806972,5.72,,
59316,,ε,Crv,182.531375,-22.619806,3.02,,
59352,,3,Com,182.631833,16.809278,6.4,,
59394,,3,Crv,182.766167,-23.602361,5.45,,
59449,,ρ,Cen,182.913125,-52.368417,3.97,,
59468,,4,Com,182.963333,25.870361,5.66,,
59501,,5,Com,183.03875,20.542111,5.6,,
59608,,12,Vir,183.358292,10.262361,5.85,,
59654,,D,Cen,183.511375,-45.723917,5.31,,
59747,,δ,Cru,183.7865,-58.748889,2.79,,
59774,Megrez,δ,UMa,183.856042,57.032611,3.32,メグレズ,
59803,Gienah,γ,Crv,183.951958,-17.541972,2.58,ギェナー,
59819,,6,Com,184.000958,14.899139,5.09,,
59831,,2,CVn,184.031417,40.66025,5.69,,
59847,,7,Com,184.085667,23.945417,4.93,,
59929,,ε,Mus,184.394333,-67.960667,4.06,,
60000,,β,Cha,184.58725,-79.312278,4.24,,
60009,,ζ,Cru,184.609542,-64.003056,4.06,,
60030,,13,Vir,184.667917,-0.787139,5.9,,
60059,,F,Cen,184.749292,-55.142972,5.01,,
60087,,8,Com,184.83,23.034694,6.26,,
60098,,9,Com,184.873583,28.157222,6.38,,
60122,,3,CVn,184.953,48.984139,5.28,,
60129,Zaniah,η,Vir,184.976625,-0.66675,3.89,ザニア,
60172,,c,Vir,185.088125,3.312722,4.97,,
60189,,ζ,Crv,185.140458,-22.215833,5.2,,
60202,,11,Com,185.179542,17.792667,4.72,,
60260,,ε,Cru,185.340875,-60.401361,3.59,,
60320,,ζ2,Mus,185.530792,-67.522083,5.15,,
60329,,ζ1,Mus,185.550125,-68.307194,5.73,,
60351,,12,Com,185.626333,25.846194,4.78,,
60353,,17,Vir,185.633917,5.305583,6.46,,
60425,,6,Crv,185.84,-24.840611,5.66,,
60449,,x1,Cen,185.897708,-35.412667,5.32,,
60467,,4,CVn,185.946167,42.542722,6.03,,
60485,,5,CVn,186.006167,51.562222,4.76,,
60514,,13,Com,186.07725,26.098611,5.17,,
60610,,x2,Cen,186.340667,-35.186389,5.71,,
60646,,6,CVn,186.4625,39.018694,5.01,,
60697,,14,Com,186.600292,27.26825,4.92,,
60710,,G,Cen,186.632458,-51.450611,4.82,,
60718,Acrux,α1,Cru,186.64975,-63.099056,0.77,アクルックス,
60742,,γ,Com,186.734708,28.268611,4.35,,
60746,,16,Com,186.747083,26.825722,4.98,,
60823,,σ,Cen,187.010042,-50.230611,3.91,,
60855,,u,Cen,187.093708,-39.041139,5.45,,
60904,,17,Com,187.228,25.912889,5.29,,
60941,,18,Com,187.362708,24.108917,5.47,,
60957,,20,Com,187.430083,20.896194,5.68,,
60965,Algorab,δ,Crv,187.466583,-16.515083,2.94,アルゴラブ,
60988,,7,CVn,187.512917,51.535583,6.21,,
60998,,4,Dra,187.528167,69.20125,5.01,,
61071,,21,Com,187.752375,24.567194,5.47,,
61084,Gacrux,γ,Cru,187.791375,-57.112556,1.59,ガクルックス,
61136,,35,Cru,187.918083,-59.423917,5.49,,
61174,,η,Crv,188.018667,-16.195861,4.3,,
61199,,γ,Mus,188.117125,-72.132972,3.84,,
61246,,20,Vir,188.262125,10.295667,6.29,,
61281,,κ,Dra,188.371,69.788222,3.85,,
61295,,22,Com,188.392625,24.283,6.28,,
61317,,β,CVn,188.437875,41.356778,4.24,,
61318,,q,Vir,188.445,-9.452083,5.48,,
61359,Kraz,β,Crv,188.596792,-23.396611,2.65,クラズ,
61384,,6,Dra,188.683625,70.021778,4.95,,
61394,,23,Com,188.713,22.629194,4.8,,
61415,,24B,Com,188.776458,18.377028,6.57,,
61418,,24A,Com,188.782333,18.377,5.03,,
61558,,f,Vir,189.197375,-5.831861,5.88,,
61571,,25,Com,189.243125,17.089583,5.7,,
61585,,α,Mus,189.296167,-69.135528,2.69,,
61622,,τ,Cen,189.426375,-48.541278,3.85,,
61692,,9,CVn,189.692917,40.874694,6.35,,
61724,,26,Com,189.780667,21.062583,5.49,,
61740,,χ,Vir,189.811708,-7.9955,4.66,,
61789,,l,Cen,189.969,-39.98725,4.63,,
61932,,γ,Cen,190.38,-48.959889,2.2,,
61937,,27,Vir,190.393583,10.426278,6.22,,
61941,Porrima,γ,Vir,190.416667,-1.449528,2.74,ポリマ,
61960,,ρ,Vir,190.470875,10.235833,4.88,,
61966,,39,Cru,190.485833,-59.685806,4.91,,
61968,,d1,Vir,190.488167,6.806639,5.57,,
62012,,w,Cen,190.648167,-48.813028,4.66,,
62207,,10,CVn,191.248667,39.278583,5.95,,
62267,,d2,Vir,191.404667,7.673306,5.22,,
62268,,ι,Cru,191.408,-60.981167,4.69,,
62322,,β,Mus,191.570292,-68.108083,3.04,,
62325,,33,Vir,191.59325,9.540778,5.65,,
62356,,27,Com,191.661458,16.577639,5.12,,
62394,,34,Vir,191.80675,11.958139,6.11,,
62423,,7,Dra,191.893083,66.790306,5.43,,
62434,Mimosa,β,Cru,191.9305,-59.688722,1.25,ミモザ,
62443,,35,Vir,191.96425,3.572722,6.42,,
62478,,28,Com,192.059833,13.553111,6.47,,
62516,,11,CVn,192.174417,48.466806,6.25,,
62541,,29,Com,192.225833,14.122639,5.71,,
62576,,30,Com,192.322958,27.552333,5.76,,
62683,,p,Cen,192.671625,-33.999278,4.9,,
62757,,37,Vir,192.903792,3.05675,6.02,,
62763,,31,Com,192.924708,27.540722,4.93,,
62807,,32,Com,193.051083,17.073944,6.32,,
62867,,e,Cen,193.279083,-48.94325,4.33,,
62875,,38,Vir,193.297125,-3.553083,6.11,,
62886,,35,Com,193.324042,21.245028,4.89,,
62896,,n,Cen,193.358958,-40.178806,4.25,,
62931,,κ,Cru,193.453833,-60.37625,5.89,,
62933,,41,Vir,193.456958,12.4185,6.25,,
62956,Alioth,ε,UMa,193.506792,55.959833,1.76,アリオト,
62985,,ψ,Vir,193.588208,-9.538944,4.77,,
63003,,μ1,Cru,193.648583,-57.177889,4.03,,
63005,,μ2,Cru,193.653833,-57.168639,5.08,,
63007,,λ,Cru,193.663417,-59.146667,4.62,,
63031,,ι,Oct,193.743125,-85.123417,5.45,,
63076,,8,Dra,193.869,65.438556,5.23,,
63090,,δ,Vir,193.902,3.397611,3.39,,
63121,,α1,CVn,194.0025,38.314694,5.61,,
63125,Cor Caroli,α2,CVn,194.007667,38.31825,2.89,コル・カロリ,
63210,,H,Cen,194.26825,-51.198722,5.17,,
63355,,36,Com,194.731125,17.409361,4.76,,
63414,,k,Vir,194.914792,-3.811944,5.79,,
63432,,9,Dra,194.980333,66.597306,5.37,,
63462,,37,Com,195.068708,30.785028,4.88,,
63494,,46,Vir,195.149833,-3.368611,5.99,,
63533,,38,Com,195.290083,17.123194,5.97,,
63608,Vindemiatrix,ε,Vir,195.544833,10.959111,2.85,ヴィンデミアトリックス,
63613,,δ,Mus,195.56575,-71.548806,3.61,,
63724,,ξ1,Cen,195.888958,-49.52725,4.83,,
63750,,48,Vir,195.976833,-3.663056,6.62,,
63901,,14,CVn,196.43525,35.798861,5.2,,
63945,,f,Cen,196.569708,-48.46325,4.71,,
63948,,39,Com,196.588667,21.1535,6,,
63950,,40,Com,196.594083,22.616278,5.53,,
64004,,ξ2,Cen,196.72775,-49.906222,4.27,,
64022,,41,Com,196.794625,27.624917,4.8,,
64078,,49,Vir,196.974167,-10.740389,5.15,,
64094,,θ,Mus,197.029833,-65.306028,5.44,,
64122,,g,Vir,197.135375,-8.984222,5.57,,
64166,,ψ,Hya,197.263667,-23.117972,4.94,,
64217,,15,CVn,197.425167,38.533861,6.25,,
64224,,50,Vir,197.438708,-10.329306,5.95,,
64238,,θ,Vir,197.487542,-5.538917,4.38,,
64241,,α,Com,197.498125,17.529111,4.32,,
64246,,17,CVn,197.513625,38.498861,5.91,,
64394,,β,Com,197.9705,27.876028,4.23,,
64407,,53,Vir,198.0145,-16.197917,5.04,,
64520,,54,Vir,198.361875,-18.826389,6.26,,
64577,,55,Vir,198.545708,-19.931333,5.31,,
64661,,η,Mus,198.8125,-67.894556,4.79,,
64692,,19,CVn,198.883542,40.855167,5.77,,
64725,,57,Vir,198.994083,-19.942833,5.21,,
64792,,e,Vir,199.194625,9.423694,5.19,,
64803,,r,Cen,199.221292,-31.506083,5.1,,
64844,,20,CVn,199.386,40.572556,4.72,,
64852,,σ,Vir,199.401208,5.469833,4.78,,
64906,,21,CVn,199.560583,49.682028,5.14,,
64924,,61,Vir,199.604042,-18.308611,4.74,,
64962,,γ,Hya,199.730208,-23.171417,2.99,,
65072,,23,CVn,200.079167,40.150556,5.6,,
65109,,ι,Cen,200.150292,-36.712083,2.75,,
65241,,64,Vir,200.540542,5.154861,5.89,,
65271,,J,Cen,200.65825,-60.988361,4.52,,
65301,,63,Vir,200.754792,-17.735194,5.36,,
65323,,65,Vir,200.828792,-4.924389,5.88,,
65378,Mizar,ζ,UMa,200.980917,54.925417,2.23,ミザール,1
65387,,m,Cen,201.001833,-64.535611,4.52,,
65420,,66,Vir,201.138083,-5.163917,5.76,,
65468,,ι1,Mus,201.280667,-74.8875,5.04,,
65474,Spica,α,Vir,201.298333,-11.16125,0.98,スピカ,1
65581,,i,Vir,201.680167,-12.707611,5.27,,
65628,,ι2,Mus,201.827417,-74.691722,6.62,,
65639,,69,Vir,201.8635,-15.973639,4.76,,
65721,,70,Vir,202.108125,13.780194,4.97,,
65790,,71,Vir,202.304333,10.818389,5.65,,
65810,,K,Cen,202.35525,-51.165111,5.04,,
65892,,72,Vir,202.607083,-6.470306,6.1,,
65936,,d,Cen,202.761125,-39.407278,3.9,,
66006,,l,Vir,202.991458,-6.255722,4.68,,
66015,,73,Vir,203.011958,-18.728833,6.01,,
66091,,75,Vir,203.215375,-15.363,5.52,,
66098,,h,Vir,203.242042,-10.164917,5.21,,
66200,,o,Vir,203.532958,3.659028,4.92,,
66234,,24,CVn,203.614042,49.015917,4.68,,
66249,,ζ,Vir,203.673958,-0.595944,3.38,,
66320,,80,Vir,203.880375,-5.396389,5.7,,
66458,,25,CVn,204.365417,36.294833,4.82,,
66657,,ε,Cen,204.971958,-53.466361,2.29,,
66727,,1,Boo,205.16875,19.955667,5.73,,
66753,,κ,Oct,205.234083,-85.786,5.56,,
66763,,2,Boo,205.259833,22.495833,5.63,,
66803,,m,Vir,205.403458,-8.703083,5.03,,
66821,,Q,Cen,205.436708,-54.559361,4.99,,
66936,,84,Vir,205.766167,3.538083,5.35,,
67057,,83,Vir,206.12425,-16.179056,5.55,,
67139,,85,Vir,206.396208,-15.767417,6.18,,
67153,,i,Cen,206.423208,-33.043361,4.23,,
67172,,86,Vir,206.484708,-12.426556,5.5,,
67234,,M,Cen,206.664042,-51.432694,4.64,,
67239,,3,Boo,206.680542,25.702389,5.97,,
67244,,z,Cen,206.734833,-36.251917,5.15,,
67275,,τ,Boo,206.816833,17.456778,4.5,,
67288,,87,Vir,206.855625,-17.85975,5.41,,
67301,Alkaid,η,UMa,206.885625,49.313306,1.85,アルカイド,
67457,,2,Cen,207.361458,-34.450639,4.19,,
67459,,υ,Boo,207.369583,15.797806,4.05,,
67464,,ν,Cen,207.37625,-41.687667,3.41,,
67472,,μ,Cen,207.404208,-42.473694,3.47,,
67480,,e,Boo,207.428417,21.264056,4.92,,
67494,,89,Vir,207.468083,-18.134083,4.96,,
67627,,i,Dra,207.858083,64.723278,4.58,,
67669,,3,Cen,207.956792,-32.994028,4.32,,
67786,,h,Cen,208.302292,-31.927583,4.75,,
67787,,7,Boo,208.303958,17.932861,5.71,,
67819,,y,Cen,208.38675,-35.664194,5.53,,
67927,Muphrid,η,Boo,208.671333,18.398583,2.68,ムフリッド,
67929,,p,Vir,208.675833,-1.503083,5.16,,
68002,,ζ,Cen,208.885125,-47.288278,2.55,,
68092,,92,Vir,209.116208,1.050556,5.9,,
68103,,9,Boo,209.142333,27.492194,5.02,,
68245,,φ,Cen,209.567833,-42.100694,3.83,,
68269,,47,Hya,209.629917,-24.972167,5.2,,
68276,,10,Boo,209.662208,21.696333,5.76,,
68282,,υ1,Cen,209.669875,-44.803528,3.87,,
68390,,48,Hya,210.001042,-25.010167,5.77,,
68478,,11,Boo,210.293875,27.386556,6.23,,
68520,,τ,Vir,210.411583,1.544583,4.23,,
68523,,υ2,Cen,210.431208,-45.603361,4.34,,
68702,Hadar,β,Cen,210.956,-60.372972,0.61,ハダル,
68756,Thuban,α,Dra,211.097625,64.375806,3.67,トゥバン,
68815,,θ,Aps,211.33375,-76.796667,5.69,,
68862,,χ,Cen,211.511625,-41.179583,4.36,,
68895,,π,Hya,211.592792,-26.682028,3.25,,
68933,Menkent,θ,Cen,211.672167,-36.368694,2.06,メンケント,
68940,,95,Vir,211.678792,-9.313528,5.46,,
68956,,3,UMi,211.735333,74.59375,6.43,,
69068,,13,Boo,212.072333,49.458028,5.26,,
69112,,4,UMi,212.212542,77.547444,4.8,,
69127,,96,Vir,212.2525,-10.334611,6.45,,
69226,,d,Boo,212.599792,25.091833,4.82,,
69415,,50,Hya,213.191792,-27.261111,5.07,,
69427,,κ,Vir,213.223917,-10.274056,4.18,,
69481,,κ1,Boo,213.365625,51.787889,6.62,,
69483,,κ2,Boo,213.370625,51.79,4.53,,
69536,,14,Boo,213.522208,12.959583,5.53,,
69612,,15,Boo,213.711917,10.101,5.29,,
69673,Arcturus,α,Boo,213.918125,19.187278,-0.05,アルクトゥルス,1
69701,Syrma,ι,Vir,214.003667,-5.999528,4.07,シュルマ,
69713,,ι,Boo,214.041958,51.367028,4.75,,
69732,,λ,Boo,214.096583,46.087917,4.18,,
69879,,A,Boo,214.49925,35.509472,4.8,,
69896,,η,Aps,214.558208,-81.007611,4.89,,
69974,,λ,Vir,214.7775,-13.371167,4.52,,
69989,,18,Boo,214.817583,13.004389,5.41,,
69996,,ι,Lup,214.850958,-46.058083,3.55,,
70012,,υ,Vir,214.885625,-2.265333,5.14,,
70027,,20,Boo,214.938833,16.306806,4.84,,
70069,,v,Cen,215.081458,-56.386472,4.3,,
70090,,ψ,Cen,215.1395,-37.885278,4.05,,
70248,,ε,Aps,215.596667,-80.108917,5.06,,
70300,,a,Cen,215.759417,-39.511778,4.41,,
70306,,k,Hya,215.774625,-27.753722,4.78,,
70336,,2,Lib,215.856792,-11.713889,6.22,,
70497,,θ,Boo,216.300083,51.851722,4.04,,
70574,,τ1,Lup,216.534333,-45.221389,4.56,,
70576,,τ2,Lup,216.545,-45.37925,4.33,,
70602,,f,Boo,216.614208,19.226833,5.4,,
70638,,δ,Oct,216.73225,-83.667861,4.31,,
70680,,14,Vir,216.85175,-6.120194,6.18,,
70692,,5,UMi,216.881333,75.695944,4.25,,
70753,,l,Hya,217.0435,-29.491583,4.97,,
70755,,φ,Vir,217.050917,-2.227944,4.81,,
70791,,g,Boo,217.158708,49.844972,5.58,,
70794,,16,Vir,217.173875,-6.900417,5.42,,
70890,Proxima,αC,Cen,217.448958,-62.681361,11.01,プロキシマ・ケンタウリ,
71053,,ρ,Boo,217.95775,30.371139,3.57,,
71075,Seginus,γ,Boo,218.019833,38.307889,3.04,セギヌス,
71115,,26,Boo,218.135917,22.259972,5.91,,
71121,,σ,Lup,218.1545,-50.457111,4.44,,
71284,,σ,Boo,218.669542,29.744806,4.47,,
71352,,η,Cen,218.876875,-42.15775,2.33,,
71536,,ρ,Lup,219.471875,-49.42575,4.05,,
71618,,33,Boo,219.7095,44.404556,5.39,,
71681,,α2,Cen,219.914125,-60.839472,1.35,,
71683,Rigil Kent,α1,Cen,219.920417,-60.835139,-0.01,リギル・ケンタウルス,
71762,,π1,Boo,220.1815,16.418306,4.49,,
71795,,ζ,Boo,220.287167,13.728333,3.78,,
71832,,31,Boo,220.4115,8.16175,4.86,,
71837,,32,Boo,220.43175,11.660944,5.55,,
71860,,α,Lup,220.482375,-47.388139,2.3,,
71908,,α,Cir,220.627875,-64.974583,3.18,,
71957,,μ,Vir,220.764833,-5.657417,3.87,,
71974,,4,Lib,220.806542,-24.997722,5.7,,
71995,,34,Boo,220.855708,26.527889,4.8,,
72010,,c1,Cen,220.9145,-35.173222,4.06,,
72104,,c2,Cen,221.246667,-35.191833,4.92,,
72105,Izar,ε,Boo,221.246875,27.074167,2.35,イザル,
72125,,ο,Boo,221.310417,16.964417,4.6,,
72154,,18,Vir,221.375958,0.717278,5.68,,
72194,,5,Lib,221.49075,-15.459556,6.33,,
72197,,m,Hya,221.50075,-25.442917,5.15,,
72220,,19,Vir,221.562458,1.892944,3.73,,
72290,,b,Lup,221.755458,-52.383306,5.22,,
72323,,55,Hya,221.844,-25.624222,5.61,,
72357,,56,Hya,221.936583,-26.087472,5.23,,
72370,,α,Aps,221.965542,-79.044722,3.83,,
72378,,57,Hya,221.989833,-26.646139,5.76,,
72487,Merga,h,Boo,222.327833,46.116389,5.76,,
72489,,μ,Lib,222.329542,-14.148972,5.32,,
72524,,39,Boo,222.422333,48.720556,5.68,,
72571,,E,Hya,222.572792,-27.960222,4.42,,
72603,,α1,Lib,222.671917,-15.997083,5.15,,
72607,Kocab,β,UMi,222.676667,74.155472,2.07,コカブ,
72622,Zubenelgenubi,α2,Lib,222.719917,-16.041611,2.75,ズベン・エル・ゲヌビ,
72631,,11,Lib,222.75425,-2.298861,4.93,,
72659,,ξ,Boo,222.847,19.100639,4.54,,
72683,,ο,Lup,222.909667,-43.575306,4.32,,
72929,,12,Lib,223.583917,-24.642139,5.27,,
72934,,ξ1,Lib,223.595458,-11.898333,5.78,,
72965,,ζ,Cir,223.677458,-65.991056,6.09,,
73095,,c,Lup,224.071792,-52.809556,5.38,,
73129,,θ,Cir,224.183333,-62.781,5.08,,
73133,,ξ2,Lib,224.192125,-11.409722,5.48,,
73165,,16,Lib,224.296083,-4.346083,4.47,,
73249,,17,Lib,224.555917,-11.15475,6.61,,
73273,,β,Lup,224.633125,-43.133861,2.68,,
73284,,59,Hya,224.663708,-27.657306,5.65,,
73310,,18,Lib,224.7235,-11.143861,5.88,,
73334,,κ,Cen,224.790417,-42.104139,3.13,,
73369,,40,Boo,224.904042,39.265222,5.64,,
73473,,δ,Lib,225.243292,-8.518944,4.91,,
73540,,π1,Oct,225.46125,-83.227778,5.65,,
73555,,β,Boo,225.486625,40.390639,3.49,,
73566,,60,Hya,225.526583,-28.060528,5.83,,
73568,,ω,Boo,225.527125,25.00825,4.8,,
73620,,110,Vir,225.725292,2.091278,4.39,,
73695,,i,Boo,225.948667,47.654028,4.83,,
73714,,σ,Lib,226.01775,-25.281861,3.25,,
73745,,ψ,Boo,226.111917,26.947667,4.52,,
73771,,π2,Oct,226.195667,-83.038278,5.65,,
73776,,η,Cir,226.200208,-64.031361,5.16,,
73807,,π,Lup,226.279625,-47.051194,3.91,,
73841,,k,Boo,226.357875,48.150889,5.59,,
73945,,ν,Lib,226.65675,-16.25675,5.19,,
73996,,c,Boo,226.824792,24.869583,4.93,,
74087,,b,Boo,227.099083,26.301194,5.67,,
74117,,λ,Lup,227.210958,-45.279806,4.07,,
74296,,ω,Oct,227.786625,-84.787833,5.88,,
74376,,κ1,Lup,227.984,-48.737694,3.88,,
74380,,κ2,Lup,227.990708,-48.743583,5.7,,
74392,,ι1,Lib,228.055458,-19.791639,4.54,,
74395,,ζ,Lup,228.071667,-52.099083,3.41,,
74449,,e,Lup,228.206667,-44.500361,4.83,,
74493,,ι2,Lib,228.330083,-19.647444,6.07,,
74500,,23,Lib,228.370542,-25.309167,6.47,,
74596,,χ,Boo,228.621708,29.164222,5.28,,
74600,,26,Lib,228.640708,-17.768528,6.18,,
74604,,i,Lup,228.655542,-31.519139,4.91,,
74649,,3,Ser,228.797375,4.939361,5.32,,
74666,,δ,Boo,228.875417,33.315111,3.46,,
74689,,4,Ser,228.95475,0.372111,5.62,,
74778,,δ,Cir,229.237083,-60.95725,5.04,,
74785,Zubeneschamali,β,Lib,229.251958,-9.382861,2.61,ズベン・エス・カマリ,
74793,,11,UMi,229.2745,71.823889,5.02,,
74824,,β,Cir,229.379,-58.800889,4.07,,
74837,,ε,Cir,229.412042,-63.6105,4.85,,
74857,,f,Lup,229.457667,-30.148667,4.35,,
74911,,μ,Lup,229.633542,-47.875194,4.27,,
74946,,γ,TrA,229.727875,-68.679472,2.87,,
74975,,5,Ser,229.827417,1.766667,5.04,,
75049,,ο,CrB,230.036,29.616306,5.51,,
75097,Pherkad,γ,UMi,230.182292,71.833972,3,フェルカド,
75110,,28,Lib,230.223667,-18.1585,6.16,,
75118,,ο,Lib,230.255667,-15.548389,6.14,,
75119,,6,Ser,230.258417,0.715583,5.35,,
75141,,δ,Lup,230.343083,-40.647472,3.22,,
75177,,φ1,Lup,230.451833,-36.261167,3.57,,
75178,,50,Boo,230.452542,32.933667,5.38,,
75181,,ν2,Lup,230.456542,-48.316972,5.65,,
75206,,ν1,Lup,230.534958,-47.927472,4.99,,
75230,,7,Ser,230.596833,12.567528,6.29,,
75264,,ε,Lup,230.670375,-44.689583,3.37,,
75304,,φ2,Lup,230.789,-36.858444,4.54,,
75312,,η,CrB,230.800958,30.28825,4.99,,
75323,,γ,Cir,230.844417,-59.320694,4.48,,
75342,,8,Ser,230.931958,-1.022306,6.11,,
75379,,ε,Lib,231.049708,-10.321889,4.92,,
75411,Alkalurops,μ1,Boo,231.123083,37.376972,4.31,アルカルロプス,
75415,,μ2,Boo,231.129042,37.347083,6.51,,
75439,,υ,Lup,231.187625,-39.710139,5.36,,
75458,Edasich,ι,Dra,231.232417,58.966028,3.29,エダシク,
75501,,k,Lup,231.334375,-38.733583,4.6,,
75530,,τ1,Ser,231.447542,15.428056,5.16,,
