"HIP","RA","Dec","Mag"
85191,261.149333,32.249694,8.55
85192,261.1515,-36.031306,9.72
85193,261.151542,-64.569861,8.72
85194,261.152625,39.185611,8.42
85195,261.154292,-18.44575,6.34
85196,261.155208,50.686,7.57
85197,261.156583,-35.38525,9.31
85198,261.157083,-54.749722,8.4
85199,261.157917,39.513389,9.57
85200,261.161125,45.352167,8.2
85201,261.161792,39.2095,7.35
85202,261.161417,10.146833,9.55
85203,261.162208,32.290306,8.73
85204,261.163667,32.670333,6.68
85205,261.17075,45.716972,9.72
85206,261.171417,-41.341611,10.04
85207,261.175167,-21.441417,5.82
85208,261.176833,-13.294333,8.38
85209,261.176958,38.036722,8.07
85210,261.179458,-36.459472,8.17
85211,261.179583,-45.008333,6.66
85212,261.179958,-75.042361,8.28
85213,261.180667,83.935861,8.71
85214,261.182625,-54.40675,8.57
85215,261.190708,-27.778528,9.73
85216,261.191083,-59.213639,7.22
85217,261.197792,-50.843056,8.2
85218,261.203208,46.458,8.57
85219,261.204667,-8.180278,9.2
85220,261.207667,-53.65175,8.55
85221,261.21,80.863139,8.58
85222,261.211083,-41.500583,7.79
85223,261.216875,-46.201917,6.75
85224,261.217667,-18.859139,8.48
85225,261.222167,-59.396194,8.76
85226,261.223333,49.183028,8.91
85227,261.223875,13.334444,9.29
85228,261.226542,35.740028,8.62
85229,261.227958,13.328694,8.49
85230,261.238,43.105194,9.81
85231,261.240208,16.934944,7.81
85232,261.243958,-15.352722,9.47
85233,261.244042,44.625167,11.05
85234,261.247083,-45.893833,8.02
85235,261.25375,67.306694,6.44
85236,261.257417,-9.211667,8.2
85237,261.261125,-34.696,6.14
85238,261.263708,34.732056,9.65
85239,261.267958,-14.617417,9.68
85240,261.272958,-16.724556,10.13
85241,261.274708,-50.449444,7.62
85242,261.275958,-24.243722,6.17
85243,261.282458,-61.780694,8.66
85244,261.28475,53.132556,7.82
85245,261.28725,-49.899194,8.89
85246,261.294917,-24.505583,9.8
85247,261.298458,-21.895444,8.77
85248,261.300917,5.267694,9.61
85249,261.306125,20.594889,10.62
85250,261.306083,-34.429833,6.79
85251,261.311417,6.429333,7.7
85252,261.312083,19.92075,8.59
85253,261.316292,-17.42175,9.74
85254,261.317625,-22.871083,9.35
85255,261.320417,22.179056,8.39
85256,261.322208,-57.035611,11.4
85257,261.324167,-26.146056,9.11
85258,261.325,-55.529833,2.84
85259,261.328292,8.924806,6.68
85260,261.328583,-55.993083,8.74
85261,261.333917,22.441222,7.95
85262,261.336125,28.153833,8.89
85263,261.337833,-59.058083,7.94
85264,261.338,27.64,8.39
85265,261.346375,-42.453833,9.78
85266,261.34725,13.952889,9.48
85267,261.348583,-56.377694,3.31
85268,261.350583,52.790806,6.46
85269,261.352542,34.188556,8.36
85270,261.353042,-16.712417,11.3
85271,261.354542,15.549111,7.74
85272,261.359625,-67.358944,9.1
85273,261.359708,-8.828528,7.23
85274,261.367833,-66.389917,7.31
85275,261.371958,-19.740833,8.28
85276,261.372708,37.786583,7.67
85277,261.372667,51.493139,8.94
85278,261.3735,-29.670611,6.82
85279,261.374167,3.311111,7.54
85280,261.380708,38.783861,8.54
85281,261.385333,-30.986944,9.95
85282,261.389083,20.333694,8.59
85283,261.393625,-58.410694,9.04
85284,261.398458,-41.339,8.85
85285,261.402583,-21.631694,8.37
85286,261.409333,28.423833,8.47
85287,261.41425,7.5015,7.88
85288,261.420167,-15.26025,9.02
85289,261.420417,16.383889,6.64
85290,261.422333,60.048333,5.65
85291,261.426125,-35.755139,8.18
85292,261.431333,-26.991389,9.15
85293,261.43425,-41.429222,10.27
85294,261.439167,27.303472,7.47
85295,261.439875,2.114306,7.54
85296,261.447833,4.661917,8.67
85297,261.448458,-75.397139,11.15
85298,261.449958,1.287472,9.31
85299,261.463208,-28.655278,9.03
85300,261.467083,-49.253167,7.88
85301,261.467458,-80.662889,9.97
85302,261.476542,16.917528,6.09
85303,261.477417,33.997806,8.01
85304,261.477542,24.256167,9.55
85305,261.477542,-34.851278,8.78
85306,261.480583,-49.418556,9.29
85307,261.491,-1.651917,6.44
85308,261.495333,-49.734917,6.89
85309,261.4965,77.115139,8.47
85310,261.497292,29.653528,9.27
85311,261.49775,-6.581806,6.96
85312,261.500125,-50.633528,5.19
85313,261.503583,26.878694,6.38
85314,261.504167,-44.944028,11.41
85315,261.505583,-23.1715,8.19
85316,261.519667,-32.889194,8.47
85317,261.520208,58.651861,6.49
85318,261.524458,-27.599528,7.49
85319,261.52625,-37.60975,8.34
85320,261.528625,-28.543306,7.78
85321,261.5325,25.622028,8.83
85322,261.540542,-34.557389,8.79
85323,261.541458,46.858528,8.37
85324,261.549917,-65.912389,9.12
85325,261.551958,2.082722,8.5
85326,261.555,-48.590361,8.85
85327,261.557333,29.455667,7.55
85328,261.560708,-73.151306,8.75
85329,261.565792,-31.641861,9.29
85330,261.571708,67.765833,7.57
85331,261.57225,-10.993,7.78
85332,261.577083,-61.477333,8.36
85333,261.579208,7.595667,6.01
85334,261.580542,62.499444,9.87
85335,261.580708,24.297833,8.26
85336,261.581917,-15.271583,11.15
85337,261.583792,-48.834139,8.53
85338,261.589833,3.669944,10.7
85339,261.592542,-67.346778,8.79
85340,261.592583,-24.175028,4.16
85341,261.592917,23.124056,9.7
85342,261.593417,-48.614861,7.04
85343,261.595125,47.415639,8.02
85344,261.596875,22.109861,8.81
85345,261.600208,65.236306,8.72
85346,261.603042,7.620833,8.53
85347,261.6055,-43.745528,9.95
85348,261.612708,30.804306,8.22
85349,261.61375,61.998278,8.82
85350,261.613917,72.806,7.63
85351,261.618917,-46.207583,9.53
85352,261.622833,-37.112194,7.56
85353,261.62575,-62.514,8.69
85354,261.625292,-13.156333,10.33
85355,261.628667,4.140333,4.34
85356,261.631542,0.822111,6.86
85357,261.633,-44.629361,7.88
85358,261.638083,-47.914278,8.77
85359,261.644042,-38.328833,7.63
85360,261.645333,-32.969389,8.03
85361,261.64875,27.230944,7.69
85362,261.649125,-49.8925,7.87
85363,261.65025,-62.923,6.96
85364,261.656292,-38.168806,8.71
85365,261.658083,-5.0865,4.53
85366,261.660625,-40.632722,10.47
85367,261.664292,-43.094694,8.39
85368,261.666458,-1.001639,7.64
85369,261.667208,56.353111,8.97
85370,261.667417,-62.120889,8.26
85371,261.668708,35.76575,8.13
85372,261.671625,-34.092333,7.63
85373,261.673542,31.059278,9.67
85374,261.673708,59.748806,9.71
85375,261.676,-33.813889,9.82
85376,261.677458,-21.469361,7.24
85377,261.68025,-42.232111,8.88
85378,261.681,31.077,8.48
85379,261.684333,48.260083,5.83
85380,261.690292,-0.184833,8.11
85381,261.6915,31.219556,7.14
85382,261.692375,34.695694,5.94
85383,261.701917,-32.582417,8.3
85384,261.703958,14.548778,10.4
85385,261.704708,20.080944,5.52
85386,261.704708,-2.393417,11.09
85387,261.711542,-26.331778,7.35
85388,261.714375,-24.385083,9.39
85389,261.716583,-45.842972,5.28
85390,261.729458,2.344944,8.88
85391,261.730417,-25.943389,6.42
85392,261.734458,-49.342639,8.62
85393,261.734792,-51.948778,6.17
85394,261.751167,57.816778,8.29
85395,261.753583,-25.271528,9.49
85396,261.756083,-29.232167,10.49
85397,261.758833,-12.512333,6.2
85398,261.764875,-47.1365,7.14
85399,261.764833,33.231194,9.48
85400,261.764875,46.271722,8.62
85401,261.767208,51.887333,8.16
85402,261.777875,21.719583,8.02
85403,261.779417,-71.927167,8.31
85404,261.788208,55.37875,8.93
85405,261.791208,-15.853333,6.48
85406,261.795458,50.283472,10.15
85407,261.797625,-61.088028,11.24
85408,261.800083,-7.316611,8.38
85409,261.801917,-50.630361,5.9
85410,261.802708,-13.326861,9.66
85411,261.803458,-39.486056,9.4
85412,261.806458,-48.544333,9.8
85413,261.807833,-29.942,9
85414,261.807833,42.218056,8.31
85415,261.816958,-60.238694,8.82
85416,261.817792,-0.252667,9.66
85417,261.819792,70.887389,9.49
85418,261.820708,-2.393139,8.47
85419,261.820958,17.897556,7.39
85420,261.829375,-65.002056,8.03
85421,261.829333,-57.10425,8.33
85422,261.837125,-32.546417,8.38
85423,261.838583,-29.866694,4.28
85424,261.839125,-47.941389,8.5
85425,261.842,-38.061417,7.88
85426,261.845083,-20.517,8.76
85427,261.846667,18.13025,8.01
85428,261.849,6.516972,8.89
85429,261.858083,4.227528,12.34
85430,261.861958,49.744917,8.65
85431,261.869333,10.635278,8.49
85432,261.87225,35.720389,7.87
85433,261.881792,32.7865,8.31
85434,261.886625,16.456806,7.24
85435,261.889875,-53.2225,7.07
85436,261.894375,26.794278,7.69
85437,261.896,27.024722,8.7
85438,261.8985,-35.093361,9.57
85439,261.899625,-51.50325,9.86
85440,261.90525,-24.667861,8.89
85441,261.90575,-15.96725,10.02
85442,261.9065,-29.7245,5.98
85443,261.907167,5.012528,8.94
85444,261.921208,57.510472,8.37
85445,261.922458,-37.185583,6.67
85446,261.927625,-19.223389,8.89
85447,261.92925,-47.785139,9.65
85448,261.932042,-63.263694,7.35
85449,261.933,-3.12525,8.22
85450,261.933625,8.442139,6.42
85451,261.934208,13.610944,9.72
85452,261.940292,15.410389,8.48
85453,261.940542,-28.358778,8.08
85454,261.943583,-46.95075,8.15
85455,261.949833,-12.186694,8.09
85456,261.953292,-28.171,9.03
85457,261.954792,8.560194,9.93
85458,261.955,16.949722,9.09
85459,261.956667,36.520111,8.51
85460,261.960208,11.392056,8.62
85461,261.962875,-54.545333,8.32
85462,261.966708,54.352417,8.69
85463,261.96775,11.3905,7.11
85464,261.969375,20.83025,9.07
85465,261.971667,9.751417,8.27
85466,261.973458,56.161167,9.51
85467,261.978375,-47.026222,6.57
85468,261.979625,-42.408417,8.36
85469,261.980583,37.939917,8.68
85470,261.990083,-52.297028,5.72
85471,261.991833,-14.269472,8.82
85472,262.008583,12.185361,8.53
85473,262.008792,-69.339472,11.91
85474,262.009958,-8.208056,6.37
85475,262.012083,27.66925,8
85476,262.014542,-36.882083,7.56
85477,262.019958,-64.951028,7.37
85478,262.022125,-38.074611,8.64
85479,262.031208,28.473806,9.25
85480,262.032833,-63.036194,6.22
85481,262.040375,42.866333,8.42
85482,262.049292,-31.207167,7.73
85483,262.050375,68.499333,8.51
85484,262.056,-62.945333,7.7
85485,262.057875,-45.502333,9
85486,262.059208,-43.745444,9.78
85487,262.060417,17.51,9.34
85488,262.063083,-34.610944,9.02
85489,262.065458,-45.838361,10.2
85490,262.065958,21.185639,10.95
85491,262.067458,-20.96375,7.93
85492,262.067792,46.0645,8.13
85493,262.076,-63.824333,8.06
85494,262.080667,41.0625,10.62
85495,262.08125,76.709444,8.68
85496,262.081583,2.203972,9.18
85497,262.088083,-52.634833,8.09
85498,262.088792,30.245194,8.2
85499,262.093,-53.499917,7.5
85500,262.096042,13.826194,9.09
85501,262.098083,-54.021222,7.13
85502,262.099167,-20.363861,8.9
85503,262.101333,15.864,9.39
85504,262.107042,26.0065,9.09
85505,262.108958,4.627917,10.05
85506,262.111333,12.285611,9.71
85507,262.114917,-29.058583,7.34
85508,262.119833,-9.5005,8.55
85509,262.121042,74.500111,8.26
85510,262.124417,50.164,8.66
85511,262.126042,-77.519722,8.89
85512,262.129458,-46.872417,8.52
85513,262.130208,57.110361,8.07
85514,262.134375,7.269083,9.01
85515,262.141542,9.722139,8.83
85516,262.147833,-58.110444,9.68
85517,262.148833,3.605611,8.27
85518,262.149167,51.361361,7.63
85519,262.153917,19.872056,9.5
85520,262.162125,-55.169667,5.93
85521,262.1615,-25.510583,7.06
85522,262.164208,59.035333,8.2
85523,262.164417,-46.893056,9.38
85524,262.170167,-31.384167,7.6
85525,262.171625,18.174167,8.95
85526,262.173208,-22.581333,9.37
85527,262.177917,-5.639111,8.56
85528,262.178667,-60.406028,8.41
85529,262.182083,-54.592806,8.95
85530,262.183292,-82.779583,6.64
85531,262.189792,-30.931556,7.8
85532,262.192167,26.725361,8.11
85533,262.191917,-41.663528,10.45
85534,262.199,10.534056,7.06
85535,262.20625,45.457111,10.92
85536,262.20625,-42.546028,8.58
85537,262.207042,0.330583,5.41
85538,262.208083,-26.729583,8.63
85539,262.209083,41.399417,7.78
85540,262.213583,-70.633611,7.22
85541,262.216208,-23.441861,8.77
85542,262.228583,26.203806,8.54
85543,262.233708,-36.778278,5.98
85544,262.238625,-44.593139,10.2
85545,262.242417,50.87025,7.08
85546,262.245458,39.621861,8.77
85547,262.247833,-63.423917,8.13
85548,262.250833,-24.336417,8.39
85549,262.253583,-43.973889,6.3
85551,262.257292,80.2095,8.69
85552,262.257667,-42.614333,9.24
85553,262.259125,-59.032444,7.22
85554,262.259,51.497639,7.88
85555,262.26,38.74575,9.57
85556,262.263833,33.756694,8.04
85557,262.266125,-64.928694,8.81
85558,262.268167,-79.842778,8.82
85559,262.268667,-65.978556,11.37
85560,262.277625,50.087389,7.53
85561,262.278083,-23.835944,9.61
85562,262.280458,-14.080611,7.91
85563,262.282542,-68.568889,8.99
85564,262.289833,6.148417,8.03
85565,262.300042,25.606611,10.09
85566,262.30175,0.934917,8.06
85567,262.303375,22.132722,8
85568,262.303417,-60.639889,7.89
85569,262.303833,-31.534278,6.99
85570,262.305333,10.899361,7.72
85571,262.306208,28.81425,8.81
85572,262.308625,27.881806,7.84
85573,262.3115,43.469778,8.44
85574,262.315083,-40.746861,8.17
85575,262.319083,63.869583,8.42
85576,262.319292,-9.990667,7.62
85577,262.320042,-57.41175,8.01
85578,262.324625,-42.33425,7.97
85579,262.321333,29.400528,8.99
85580,262.328792,37.96,8.47
85581,262.331458,-16.791389,9.71
85582,262.334167,29.392611,8.99
85583,262.335292,-38.645444,8.48
85584,262.336833,-40.287861,8.41
85585,262.342667,75.637556,8.48
85586,262.346083,-67.280472,8.05
85587,262.346542,-36.900694,9.52
85588,262.356583,-33.760417,8.52
85589,262.356667,-38.516944,6.38
85590,262.360083,11.704694,8.3
85591,262.361292,-18.664222,9.33
85592,262.361875,32.709361,8.77
85593,262.3625,32.713028,10.68
85594,262.364375,54.654083,9.35
85595,262.365333,-40.312778,8.44
85596,262.367292,34.938611,7.17
85597,262.370167,34.936778,9.17
85598,262.37075,-61.763833,6.74
85599,262.372958,-50.398417,7.78
85600,262.373375,-16.034611,7.56
85601,262.379042,3.007361,8.44
85602,262.381583,20.539833,8.73
85603,262.386417,-0.169111,7.81
85604,262.399875,-52.858667,9.16
85605,262.400792,24.653222,11.39
85606,262.40425,1.555278,8.15
85607,262.406167,24.656806,9.39
85608,262.407167,9.536972,9.79
85609,262.411375,-73.149667,8.61
85610,262.419583,-49.789889,7.82
85611,262.421833,10.364583,8.31
85612,262.422583,71.270306,8.6
85613,262.42725,-28.635111,9.04
85614,262.42975,33.933361,9.66
85615,262.431458,-52.916556,11.45
85616,262.431875,22.304944,8.59
85617,262.431917,-19.473028,7.51
85618,262.433333,-8.017472,8.55
85619,262.434542,42.859111,10.47
85620,262.435208,63.853111,7.66
85621,262.437958,9.045361,10.51
85622,262.447375,-5.919333,6.36
85623,262.448667,78.332944,9.77
85624,262.451667,-23.262444,9.61
85625,262.452458,5.506667,8.77
85626,262.464292,15.964083,8.12
85627,262.4645,-39.706111,8.53
85628,262.467375,-44.741611,7.53
85629,262.475958,-47.006333,8.38
85630,262.484417,-1.306361,8.51
85631,262.491417,-6.911778,8.33
85632,262.493333,-17.814389,7.68
85633,262.497125,-43.552083,8.48
85634,262.5065,59.688583,7.95
85635,262.515167,-37.053667,8.41
85636,262.517542,14.462472,8.52
85637,262.5195,43.310583,8.46
85638,262.520333,-1.986778,8.58
85639,262.52225,44.519111,8.68
85640,262.522417,-1.037806,8.91
85641,262.5235,-33.716361,6.68
85642,262.527083,-22.951333,8.93
85643,262.530792,66.939361,8.48
85644,262.531292,47.268111,9.15
85645,262.537792,48.137167,8.41
85646,262.547458,45.644111,8.21
85647,262.547708,-51.636528,9.58
85648,262.554417,53.078444,9.57
85649,262.555292,-69.895556,8.91
85650,262.559333,43.969,9.69
85651,262.560917,29.507444,7.95
85652,262.566208,-35.85975,8.19
85653,262.567833,47.402028,7.22
85654,262.570917,-74.907556,8.38
85655,262.577708,22.035444,7.67
85656,262.580875,-51.977472,8.11
85657,262.582,63.777444,7.33
85658,262.581875,-11.621528,8.87
85659,262.582167,-63.851778,8.8
85660,262.582792,-34.480472,8.64
85661,262.583333,-4.369389,6.72
85662,262.592042,-8.872778,9.21
85663,262.592167,-40.598,8.73
85664,262.592583,10.768583,7.09
85665,262.594625,5.549111,9.33
85666,262.594375,11.923972,6.47
85667,262.599458,-1.0625,5.31
85668,262.60375,-66.869944,6.99
85669,262.605917,53.154639,8.82
85670,262.60825,52.301361,2.79
85671,262.611583,22.873,7.57
85672,262.618875,40.134222,9.11
85673,262.621125,-43.754028,7.5
85674,262.621458,-15.432361,9.99
85675,262.622083,-10.096194,8.14
85676,262.62775,-34.539028,8.28
85677,262.631375,-32.929139,9.1
85678,262.6315,68.748222,7.86
85679,262.633958,-14.772583,8.72
85680,262.639,-33.654389,8.49
85681,262.640208,-27.203278,8.55
85682,262.641208,-43.226,6.94
85683,262.646667,17.520472,6.91
85684,262.649708,-38.519639,8.49
85685,262.664292,-43.06175,8.48
85686,262.66425,46.34175,9.95
85687,262.666208,24.041333,7.69
85688,262.667542,38.882167,6.43
85689,262.66875,-17.879417,9.03
85690,262.67,-19.115,8.62
85691,262.680583,-13.347194,10.05
85692,262.6815,57.876861,6.22
85693,262.684583,26.110611,4.41
85694,262.684667,-62.082722,8.41
85695,262.687375,48.648444,9.86
85696,262.691,-37.29575,2.7
85697,262.691542,-57.496583,8.96
85698,262.694208,-40.87225,8.71
85699,262.695708,86.968028,5.78
85700,262.699875,-37.436917,6.89
85701,262.701583,-33.609889,7.9
85702,262.705458,18.332083,9.24
85703,262.706708,-23.841583,7.39
85704,262.709458,1.577972,7.93
85705,262.711542,3.816333,9.34
85706,262.711667,34.268111,8
85707,262.714667,1.119639,7.14
85708,262.717542,6.991583,9.53
85709,262.717917,58.353444,9.72
85710,262.725292,-42.028056,8.47
85711,262.72625,35.639194,9.34
85712,262.727125,-29.045528,9.4
85713,262.7275,15.192639,9.12
85714,262.728625,-81.611556,8.25
85715,262.730708,31.158111,5.63
85716,262.73425,-66.16975,9.17
85717,262.738,50.07025,8.79
85718,262.737917,65.110306,9.76
85719,262.73825,-17.373417,8.33
85720,262.747292,-11.186583,10.26
85721,262.751375,-7.946917,8.41
85722,262.759333,-2.826722,7.11
85723,262.762375,-50.362639,8.08
85724,262.764458,-21.48525,8.93
85725,262.770625,-57.033528,8.2
85726,262.774667,21.021361,8.07
85727,262.774917,-60.683611,3.6
85728,262.777792,-54.775639,9.13
85729,262.77975,-53.478667,8.14
85730,262.788375,20.187083,7.75
85731,262.797042,3.591889,9.24
85732,262.797958,28.136417,8
85733,262.801708,13.105222,8.19
85734,262.803458,-17.142139,8.19
85735,262.804,6.354444,9.17
85736,262.80525,43.558722,8.12
85737,262.808583,-73.162528,8.71
85738,262.816,-39.974972,8.46
85739,262.820625,-30.321333,9.58
85740,262.822667,19.017444,8.98
85741,262.82425,-10.971306,7.45
85742,262.824542,69.600028,7.26
85743,262.827875,-56.749056,8.29
85744,262.828,19.522056,6.77
85745,262.831958,-39.018083,7.14
85746,262.831042,-0.347056,8.95
85747,262.832417,-39.165361,7.93
85748,262.837292,-45.010778,9.35
85749,262.838958,2.724472,5.57
85750,262.846875,1.975889,9.42
85751,262.847,-56.920944,5.99
85752,262.85,-31.969833,8.09
85753,262.850458,-54.6935,7.87
85755,262.853958,-23.962583,4.78
85756,262.856667,36.564278,7.99
85757,262.8565,-2.538556,8.15
85758,262.859375,53.952028,9.99
85759,262.862042,54.35575,7.22
85760,262.864458,-80.859028,5.83
85761,262.865333,-4.899889,9.3
85762,262.865333,71.247972,7.85
85763,262.866458,-41.92775,8.83
85764,262.875667,-71.204444,9.13
85765,262.876083,-60.440056,8.23
85766,262.8785,1.672333,7.18
85767,262.8825,-71.20175,11.68
85768,262.881917,-17.309167,9.96
85769,262.887792,49.723222,7.76
85770,262.887708,-29.967306,9.45
85771,262.891375,50.678917,7.73
85772,262.892167,61.683889,7.57
85773,262.894625,-36.076944,8.75
85774,262.897375,-40.603417,10.04
85775,262.899167,-30.292806,8.3
85776,262.911542,11.380222,10.65
85777,262.915625,64.510833,7.83
85778,262.920875,30.323278,10.41
85779,262.92175,8.269083,8.59
85780,262.92425,-45.541083,8.51
85781,262.92725,30.318139,6.91
85782,262.9275,-41.039528,7.19
85783,262.934917,-26.269667,6.05
85784,262.937333,-9.980778,8.65
85785,262.942542,39.974667,8.73
85786,262.947333,-33.703083,6.43
85787,262.9535,-51.890417,8.46
85788,262.954583,-46.036778,6.04
85789,262.9555,11.931806,7.99
85790,262.956542,28.407444,5.66
85791,262.958917,-65.917028,7.92
85792,262.9605,-49.875972,2.84
85793,262.960875,-38.740944,8.8
85794,262.963958,56.916,11.11
85795,262.964458,77.342583,8.35
85796,262.967375,56.918889,8.52
85797,262.966958,-31.514944,9.55
85798,262.97225,2.253222,8.77
85799,262.975583,16.824056,6.98
85800,262.983292,32.674889,8.27
85801,262.984208,-37.681833,8.54
85802,262.984583,-28.118667,9.4
85803,262.985625,-30.401194,8.23
85804,262.987333,-22.9995,9.06
85805,262.991208,68.134694,5.07
85806,262.9905,0.0425,6.75
85807,262.994875,-58.597639,8.95
85808,262.997375,35.714444,8.69
85809,263.001583,-12.523583,9.23
85810,263.004833,34.271,6.52
85811,263.006333,-31.827167,8.34
85812,263.011958,2.823722,7.41
85813,263.016833,7.516278,9.21
85814,263.021,-20.583083,9.23
85815,263.021292,-61.950528,8.64
85816,263.029708,-31.549083,7.95
85817,263.030208,65.442139,10.19
85818,263.030417,-44.322111,9.05
85819,263.043417,55.184111,4.89
85820,263.043667,-51.074083,8.11
85821,263.048125,21.263889,8.3
85822,263.05375,86.586333,4.35
85823,263.054958,10.063222,10.78
85824,263.056708,46.330472,7.3
85825,263.06075,52.592444,8.08
85826,263.062,11.93,6.42
85827,263.063917,-44.377556,9.09
85828,263.064958,71.585806,7.95
85829,263.066167,55.172806,4.86
85830,263.070333,-62.162361,8.76
85831,263.073917,-48.459444,11.15
85832,263.0765,18.386361,7.68
85833,263.080667,-42.181639,7.86
85834,263.085417,-52.438972,8.73
85835,263.093417,-55.6165,8.82
85836,263.095875,-46.628583,8.62
85837,263.095708,28.804444,8.06
85838,263.100167,14.383917,7.02
85839,263.102667,-34.279333,6.16
85840,263.104833,26.439361,6.84
85841,263.111708,35.773139,7.8
85842,263.12,25.727722,8.54
85843,263.1215,13.772306,8.99
85844,263.136167,52.0945,7.95
85845,263.139542,25.561278,8.84
85846,263.142,34.746556,7.97
85847,263.142708,60.78275,9.86
85848,263.147875,-41.4545,9.44
85849,263.150083,-68.067639,8.58
85850,263.154375,33.569361,10.21
85851,263.15975,-35.002806,8.89
85852,263.172292,74.227278,6.61
85853,263.173,-46.591028,10.25
85854,263.173958,-57.638306,8.06
85855,263.174333,23.736778,8.94
85856,263.177292,-63.145194,8.69
85857,263.180417,40.659722,8.2
85858,263.183333,-62.236361,7.51
85859,263.184417,56.778639,8.87
85860,263.184542,-15.934917,9.52
85861,263.185292,2.855194,9.38
85862,263.186083,38.357694,10.08
85863,263.188083,66.98225,8.06
85864,263.197292,-51.1025,8.19
85865,263.202542,23.288333,8.95
85866,263.202958,-14.791861,8.02
85867,263.203708,19.377333,7.79
85868,263.207167,47.888667,7.82
85869,263.208917,19.086278,7.59
85870,263.210708,16.525333,8.67
85871,263.211333,-13.482056,7.25
85872,263.215792,47.88775,11.63
85873,263.220417,21.882583,8.8
85874,263.222833,-50.675611,8.01
85875,263.245792,-17.495972,6.81
85876,263.246375,9.21175,8.48
85877,263.251542,-24.322917,8.48
85878,263.252083,-43.999472,9.23
85879,263.257083,38.522222,9.7
85880,263.259792,49.345222,7.36
85881,263.264333,-29.650833,7.22
85882,263.26675,-25.047583,9.66
85883,263.268208,31.969222,8.48
85884,263.271083,-28.440556,10.05
85885,263.275083,-33.057778,7.27
85886,263.275292,-44.498806,8.23
85887,263.278,74.566417,11.3
85888,263.280458,41.243611,5.72
85889,263.280792,-41.173056,5.84
85890,263.286708,-49.191889,10.06
85891,263.287458,23.920667,7.98
85892,263.288583,16.769306,7.01
85893,263.292208,-45.927778,9.96
85894,263.293458,7.718861,7.6
85895,263.29725,-58.557556,6.99
85896,263.297583,-74.162694,12.32
85897,263.297958,-56.284389,7.53
85898,263.301083,-50.555556,8.84
85899,263.301792,-24.142944,9.6
85900,263.304583,-77.576139,12.32
85901,263.306542,10.60975,8.01
85902,263.308583,-45.511278,7.07
85903,263.312458,-43.228056,8.77
85904,263.320875,41.784889,11.27
85905,263.320792,0.103278,7.87
85906,263.325333,67.203583,7.65
85907,263.330917,-46.764361,7.88
85908,263.335708,-21.304528,9.24
85909,263.336083,-27.469639,9.48
85910,263.337875,-60.208583,8.7
85911,263.339917,5.700667,8.65
85912,263.345167,19.256889,5.65
85913,263.346167,29.761167,10.55
85914,263.352375,-16.54225,9.76
85915,263.357542,20.310861,10.03
85916,263.359375,-19.994528,9.77
85917,263.361458,-3.436028,9.07
85918,263.3625,-18.33975,7.75
85919,263.371042,-42.399639,7.35
85920,263.371208,-24.071472,8.55
85921,263.372458,30.493778,10.66
85922,263.374458,-5.744583,5.61
85923,263.381667,57.558722,6.15
85924,263.388292,7.178278,7.62
85925,263.394083,-22.171639,7.75
85926,263.396375,62.714361,8.81
85927,263.402208,-37.10375,1.62
85928,263.402417,-28.92,10.13
85929,263.402292,-7.489028,9.96
85930,263.414125,16.317694,5.68
85931,263.419417,-35.765278,9.19
85932,263.422375,45.309889,8.16
85933,263.424375,-2.760306,10.56
85934,263.428208,14.841778,6.36
85935,263.429792,31.93675,9.6
85936,263.445417,-7.917583,9
85937,263.444833,-50.731028,7.76
85938,263.448875,34.541694,7.84
85939,263.4625,-13.50475,8.25
85940,263.470125,8.103917,7.85
85941,263.47225,-1.992278,8.79
85942,263.479333,21.565056,7.92
85943,263.482208,-68.762972,9.26
85944,263.483583,8.166194,8.5
85945,263.485,26.671667,8.15
85946,263.487542,-11.035361,9.43
85947,263.48875,75.217389,8.7
85948,263.493875,-61.531833,7.45
85949,263.494292,28.909306,8.03
85950,263.494958,61.541222,9.12
85951,263.495292,29.096417,8.17
85952,263.495625,-17.83625,7.91
85953,263.506542,-69.982889,8.23
85954,263.509958,-23.031278,7.36
85955,263.510417,66.558361,8.19
85956,263.516958,37.011,10.68
85957,263.517417,-46.600472,7.66
85958,263.519,38.951528,9.52
85959,263.519625,-41.647167,8.07
85960,263.522167,-59.774806,7.6
85961,263.530958,-31.06625,8.59
85962,263.535125,17.586167,8.94
85963,263.535208,-3.055528,7.4
85964,263.538042,60.089694,7.28
85965,263.538208,-19.174889,8.67
85966,263.543458,-66.008,8.38
85967,263.544083,-45.006361,7
85968,263.548708,-48.468583,7.59
85969,263.549208,-54.895056,7.09
85970,263.554167,-80.540417,8.71
85971,263.554208,-52.208528,8.88
85972,263.559125,-35.733722,7.61
85973,263.561,70.564694,10.28
85974,263.560917,-24.875917,8.04
85975,263.570375,-48.526889,6.32
85976,263.573292,15.310833,8.71
85977,263.580958,46.944028,8.65
85978,263.589708,29.762917,7.71
85979,263.591625,13.161028,6.52
85980,263.594417,-40.531139,7.14
85981,263.594583,19.241917,7.46
85982,263.5955,6.521417,7.71
85983,263.596292,27.124583,8.87
85984,263.601083,-49.197,8.62
85985,263.602125,-32.504444,8.8
85986,263.610208,-54.198639,10.9
85987,263.6135,16.504389,6.59
85988,263.618917,68.119444,7.98
85989,263.62225,-1.760167,8
85990,263.623083,-1.15225,9.58
85991,263.623833,-53.427472,8.28
85992,263.626917,43.500861,8.18
85993,263.630042,-55.179917,7.84
